,Код заявки,life_satage_number,data_create_begin,data_state_last,actions_count,last_action_manager,difference_day
3893,7912,060,20.08.2018 10:42:22,01.10.2020 06:10:02,2,2020-10-01 06:10:02,43
3894,7913,010,20.08.2018 11:57:21,20.08.2018 08:57:21,1,2018-08-20 08:57:21,0
3895,7913,060,20.08.2018 11:57:21,21.08.2018 14:29:51,1,2018-08-21 14:29:51,1
3896,7914,010,20.08.2018 17:04:24,20.08.2018 14:04:24,1,2018-08-20 14:04:24,0
3897,7914,060,20.08.2018 17:04:24,27.08.2018 13:25:12,1,2018-08-27 13:25:12,7
3898,7915,010,21.08.2018 11:43:42,21.08.2018 08:43:42,1,2018-08-21 08:43:42,0
3899,7915,040,21.08.2018 11:43:42,21.08.2018 08:46:55,2,2018-08-21 08:46:55,0
3900,7915,080,21.08.2018 11:43:42,26.08.2018 12:36:51,1,2018-08-26 12:36:51,5
3901,7916,010,21.08.2018 14:41:36,21.08.2018 11:41:36,1,2018-08-21 11:41:36,0
3902,7916,060,21.08.2018 14:41:36,27.08.2018 09:02:42,1,2018-08-27 09:02:42,6
3903,7917,010,21.08.2018 14:50:43,21.08.2018 11:50:43,1,2018-08-21 11:50:43,0
3904,7917,060,21.08.2018 14:50:43,27.08.2018 12:06:44,1,2018-08-27 12:06:44,6
3905,7918,010,22.08.2018 09:33:37,22.08.2018 06:33:37,1,2018-08-22 06:33:37,0
3906,7918,060,22.08.2018 09:33:37,28.08.2018 12:52:46,1,2018-08-28 12:52:46,6
3907,7919,010,22.08.2018 11:56:13,22.08.2018 08:56:13,1,2018-08-22 08:56:13,0
3908,7919,040,22.08.2018 11:56:13,22.08.2018 10:35:55,2,2018-08-22 10:35:55,0
3909,7919,080,22.08.2018 11:56:13,23.08.2018 05:41:10,1,2018-08-23 05:41:10,1
3910,7920,010,22.08.2018 13:33:49,22.08.2018 10:33:49,1,2018-08-22 10:33:49,0
3911,7920,060,22.08.2018 13:33:49,24.08.2018 10:34:27,1,2018-08-24 10:34:27,2
3912,7921,010,22.08.2018 15:02:15,22.08.2018 12:02:15,1,2018-08-22 12:02:15,0
3913,7921,020,22.08.2018 15:02:15,24.08.2018 10:39:50,1,2018-08-24 10:39:50,2
3914,7921,060,22.08.2018 15:02:15,29.08.2018 13:23:02,1,2018-08-29 13:23:02,7
3915,7922,010,22.08.2018 15:08:22,22.08.2018 12:08:22,1,2018-08-22 12:08:22,0
3916,7922,020,22.08.2018 15:08:22,29.08.2018 14:16:07,2,2018-08-29 14:16:07,7
3917,7922,050,22.08.2018 15:08:22,17.10.2018 11:47:17,15,2018-10-17 11:47:17,56
3918,7922,060,22.08.2018 15:08:22,10.12.2018 08:47:09,1,2018-12-10 08:47:09,110
3919,7923,010,23.08.2018 15:15:04,23.08.2018 12:15:04,1,2018-08-23 12:15:04,0
3920,7923,060,23.08.2018 15:15:04,23.08.2018 12:15:52,1,2018-08-23 12:15:52,0
3921,7924,010,23.08.2018 15:49:20,27.08.2018 12:54:32,2,2018-08-27 12:54:32,4
3922,7924,040,23.08.2018 15:49:20,28.08.2018 13:09:23,5,2018-08-28 13:09:23,5
3923,7924,060,23.08.2018 15:49:20,03.10.2018 12:24:12,1,2018-10-03 12:24:12,41
3924,7925,010,24.08.2018 13:07:47,24.08.2018 10:07:47,1,2018-08-24 10:07:47,0
3925,7925,040,24.08.2018 13:07:47,19.09.2018 06:00:02,7,2018-09-19 06:00:02,26
3926,7925,050,24.08.2018 13:07:47,06.09.2018 14:31:33,2,2018-09-06 14:31:33,13
3927,7925,080,24.08.2018 13:07:47,19.09.2018 09:57:30,1,2018-09-19 09:57:30,26
3928,7926,010,24.08.2018 13:53:32,24.08.2018 10:53:32,1,2018-08-24 10:53:32,0
3929,7926,020,24.08.2018 13:53:32,07.09.2018 09:59:27,8,2018-09-07 09:59:27,14
3930,7926,060,24.08.2018 13:53:32,16.10.2018 10:07:02,1,2018-10-16 10:07:02,53
3931,7927,010,24.08.2018 14:34:46,24.08.2018 11:34:46,1,2018-08-24 11:34:46,0
3932,7927,040,24.08.2018 14:34:46,24.08.2018 11:36:47,1,2018-08-24 11:36:47,0
3933,7927,050,24.08.2018 14:34:46,27.08.2018 10:43:55,7,2018-08-27 10:43:55,3
3934,7927,060,24.08.2018 14:34:46,19.10.2018 07:50:01,1,2018-10-19 07:50:01,56
3935,7928,010,27.08.2018 11:20:54,27.08.2018 08:20:54,1,2018-08-27 08:20:54,0
3936,7928,060,27.08.2018 11:20:54,27.08.2018 08:23:30,1,2018-08-27 08:23:30,0
3937,7929,010,27.08.2018 11:38:04,27.08.2018 08:38:04,1,2018-08-27 08:38:04,0
3938,7929,060,27.08.2018 11:38:04,27.08.2018 08:45:20,1,2018-08-27 08:45:20,0
3939,7930,010,27.08.2018 11:57:55,27.08.2018 08:57:55,1,2018-08-27 08:57:55,0
3940,7930,020,27.08.2018 11:57:55,27.08.2018 11:22:02,1,2018-08-27 11:22:02,0
3941,7930,050,27.08.2018 11:57:55,29.08.2018 09:05:50,3,2018-08-29 09:05:50,2
3942,7930,060,27.08.2018 11:57:55,18.09.2018 08:56:38,1,2018-09-18 08:56:38,22
3943,7931,010,28.08.2018 10:08:30,28.08.2018 07:08:30,1,2018-08-28 07:08:30,0
3944,7931,020,28.08.2018 10:08:30,29.08.2018 09:00:50,1,2018-08-29 09:00:50,1
3945,7931,040,28.08.2018 10:08:30,11.09.2018 08:51:54,3,2018-09-11 08:51:54,14
3946,7931,060,28.08.2018 10:08:30,12.09.2018 09:49:56,1,2018-09-12 09:49:56,15
3947,7932,010,28.08.2018 10:55:37,28.08.2018 07:55:37,1,2018-08-28 07:55:37,0
3948,7932,040,28.08.2018 10:55:37,05.09.2018 13:28:38,4,2018-09-05 13:28:38,8
3949,7932,050,28.08.2018 10:55:37,17.12.2018 09:30:56,16,2018-12-17 09:30:56,111
3950,7932,060,28.08.2018 10:55:37,27.02.2019 07:46:34,1,2019-02-27 07:46:34,-182
3951,7933,010,28.08.2018 11:03:12,28.08.2018 08:03:12,1,2018-08-28 08:03:12,0
3952,7933,020,28.08.2018 11:03:12,29.08.2018 13:37:16,2,2018-08-29 13:37:16,1
3953,7933,060,28.08.2018 11:03:12,06.09.2018 13:40:51,1,2018-09-06 13:40:51,9
3954,7934,010,29.08.2018 17:36:19,29.08.2018 14:36:19,1,2018-08-29 14:36:19,0
3955,7934,060,29.08.2018 17:36:19,29.08.2018 14:36:57,1,2018-08-29 14:36:57,0
3956,7935,010,29.08.2018 17:48:34,29.08.2018 14:48:34,1,2018-08-29 14:48:34,0
3957,7935,060,29.08.2018 17:48:34,29.08.2018 14:49:36,1,2018-08-29 14:49:36,0
3958,7936,010,30.08.2018 10:08:08,30.08.2018 07:08:08,1,2018-08-30 07:08:08,0
3959,7936,020,30.08.2018 10:08:08,30.08.2018 14:29:41,1,2018-08-30 14:29:41,0
3960,7936,060,30.08.2018 10:08:08,31.08.2018 07:40:29,1,2018-08-31 07:40:29,1
3961,7937,010,31.08.2018 15:16:52,31.08.2018 12:16:52,1,2018-08-31 12:16:52,0
3962,7937,060,31.08.2018 15:16:52,31.08.2018 12:24:33,1,2018-08-31 12:24:33,0
3963,7938,010,31.08.2018 15:28:29,31.08.2018 12:28:29,1,2018-08-31 12:28:29,0
3964,7938,060,31.08.2018 15:28:29,31.08.2018 12:37:18,1,2018-08-31 12:37:18,0
3965,7939,010,31.08.2018 15:47:39,31.08.2018 12:47:39,1,2018-08-31 12:47:39,0
3966,7939,020,31.08.2018 15:47:39,20.09.2018 07:45:50,4,2018-09-20 07:45:50,20
3967,7939,060,31.08.2018 15:47:39,27.09.2018 07:53:07,1,2018-09-27 07:53:07,27
3968,7940,010,03.09.2018 13:18:04,03.09.2018 10:18:04,1,2018-09-03 10:18:04,0
3969,7940,020,03.09.2018 13:18:04,16.12.2018 13:11:23,2,2018-12-16 13:11:23,104
3970,7940,040,03.09.2018 13:18:04,10.04.2019 08:05:26,6,2019-04-10 08:05:26,-146
3971,7940,050,03.09.2018 13:18:04,06.05.2019 08:02:56,35,2019-05-06 08:02:56,-120
3972,7940,070,03.09.2018 13:18:04,04.07.2019 07:21:06,1,2019-07-04 07:21:06,-61
3973,7941,010,04.09.2018 10:22:58,04.09.2018 07:22:58,1,2018-09-04 07:22:58,0
3974,7941,040,04.09.2018 10:22:58,16.10.2018 07:44:01,8,2018-10-16 07:44:01,42
3975,7941,050,04.09.2018 10:22:58,01.10.2018 12:31:52,2,2018-10-01 12:31:52,27
3976,7941,080,04.09.2018 10:22:58,18.10.2018 15:00:13,1,2018-10-18 15:00:13,44
3977,7942,010,06.09.2018 11:21:58,06.09.2018 08:21:58,1,2018-09-06 08:21:58,0
3978,7942,020,06.09.2018 11:21:58,17.09.2018 06:43:16,2,2018-09-17 06:43:16,11
3979,7942,040,06.09.2018 11:21:58,11.09.2018 08:50:47,2,2018-09-11 08:50:47,5
3980,7942,050,06.09.2018 11:21:58,20.03.2019 13:14:37,24,2019-03-20 13:14:37,-170
3981,7942,060,06.09.2018 11:21:58,10.07.2020 08:21:54,1,2020-07-10 08:21:54,-57
3982,7943,010,06.09.2018 11:27:55,06.09.2018 08:27:55,1,2018-09-06 08:27:55,0
3983,7943,040,06.09.2018 11:27:55,14.08.2019 11:13:34,17,2019-08-14 11:13:34,-23
3984,7943,050,06.09.2018 11:27:55,26.06.2019 13:28:23,14,2019-06-26 13:28:23,-72
3985,7943,060,06.09.2018 11:27:55,10.12.2018 13:39:03,1,2018-12-10 13:39:03,95
3986,7943,080,06.09.2018 11:27:55,23.08.2019 06:37:24,1,2019-08-23 06:37:24,-14
3987,7944,010,06.09.2018 14:09:26,06.09.2018 11:09:26,1,2018-09-06 11:09:26,0
3988,7944,040,06.09.2018 14:09:26,12.09.2018 06:29:50,7,2018-09-12 06:29:50,6
3989,7944,050,06.09.2018 14:09:26,26.10.2018 06:15:59,2,2018-10-26 06:15:59,50
3990,7944,060,06.09.2018 14:09:26,29.10.2018 11:42:05,1,2018-10-29 11:42:05,53
3991,7945,010,06.09.2018 16:46:58,06.09.2018 13:46:58,1,2018-09-06 13:46:58,0
3992,7945,020,06.09.2018 16:46:58,24.09.2018 12:31:41,4,2018-09-24 12:31:41,18
3993,7945,050,06.09.2018 16:46:58,26.09.2018 08:51:00,1,2018-09-26 08:51:00,20
3994,7945,060,06.09.2018 16:46:58,28.09.2018 08:59:32,1,2018-09-28 08:59:32,22
3995,7946,010,07.09.2018 15:28:35,07.09.2018 12:28:35,3,2018-09-07 12:28:35,0
3996,7946,040,07.09.2018 15:28:35,13.12.2018 09:20:53,10,2018-12-13 09:20:53,97
3997,7946,050,07.09.2018 15:28:35,21.01.2019 09:43:32,19,2019-01-21 09:43:32,-229
3998,7946,060,07.09.2018 15:28:35,11.02.2019 08:04:44,4,2019-02-11 08:04:44,-208
3999,7947,010,10.09.2018 09:54:42,10.09.2018 06:54:42,1,2018-09-10 06:54:42,0
4000,7947,060,10.09.2018 09:54:42,12.09.2018 07:31:14,1,2018-09-12 07:31:14,2
4001,7948,010,10.09.2018 09:57:51,10.09.2018 06:57:52,1,2018-09-10 06:57:52,0
4002,7948,020,10.09.2018 09:57:51,15.02.2019 09:45:29,10,2019-02-15 09:45:29,-207
4003,7948,040,10.09.2018 09:57:51,05.04.2019 10:32:27,9,2019-04-05 10:32:27,-158
4004,7948,050,10.09.2018 09:57:51,18.04.2019 08:08:36,19,2019-04-18 08:08:36,-145
4005,7948,060,10.09.2018 09:57:51,30.05.2019 07:10:00,1,2019-05-30 07:10:00,-103
4006,7949,010,10.09.2018 13:17:49,10.09.2018 10:17:49,1,2018-09-10 10:17:49,0
4007,7949,020,10.09.2018 13:17:49,26.09.2018 08:33:06,2,2018-09-26 08:33:06,16
4008,7949,040,10.09.2018 13:17:49,04.10.2018 14:36:16,5,2018-10-04 14:36:16,24
4009,7949,050,10.09.2018 13:17:49,09.10.2018 08:29:29,1,2018-10-09 08:29:29,29
4010,7949,060,10.09.2018 13:17:49,15.10.2018 10:44:39,1,2018-10-15 10:44:39,35
4011,7950,010,10.09.2018 14:28:18,10.09.2018 11:28:18,1,2018-09-10 11:28:18,0
4012,7950,020,10.09.2018 14:28:18,14.09.2018 08:59:47,5,2018-09-14 08:59:47,4
4013,7950,050,10.09.2018 14:28:18,10.10.2018 15:45:01,1,2018-10-10 15:45:01,30
4014,7950,060,10.09.2018 14:28:18,28.02.2019 07:06:47,1,2019-02-28 07:06:47,-194
4015,7951,010,10.09.2018 15:35:09,10.09.2018 12:35:09,1,2018-09-10 12:35:09,0
4016,7951,060,10.09.2018 15:35:09,12.09.2018 07:31:57,1,2018-09-12 07:31:57,2
4017,7952,010,10.09.2018 15:52:21,10.09.2018 12:52:21,1,2018-09-10 12:52:21,0
4018,7952,060,10.09.2018 15:52:21,12.09.2018 07:32:58,1,2018-09-12 07:32:58,2
4019,7953,010,10.09.2018 17:44:16,10.09.2018 14:44:16,1,2018-09-10 14:44:16,0
4020,7953,060,10.09.2018 17:44:16,12.09.2018 07:55:18,1,2018-09-12 07:55:18,2
4021,7954,010,10.09.2018 17:49:50,10.09.2018 14:49:50,1,2018-09-10 14:49:50,0
4022,7954,060,10.09.2018 17:49:50,12.09.2018 07:33:47,1,2018-09-12 07:33:47,2
4023,7955,010,10.09.2018 17:56:28,10.09.2018 14:56:28,1,2018-09-10 14:56:28,0
4024,7955,060,10.09.2018 17:56:28,12.09.2018 07:34:30,1,2018-09-12 07:34:30,2
4025,7956,010,11.09.2018 11:55:31,11.09.2018 08:55:31,1,2018-09-11 08:55:31,0
4026,7956,060,11.09.2018 11:55:31,12.09.2018 07:35:25,1,2018-09-12 07:35:25,1
4027,7957,010,11.09.2018 12:13:56,11.09.2018 09:13:56,1,2018-09-11 09:13:56,0
4028,7957,060,11.09.2018 12:13:56,01.10.2018 12:48:56,3,2018-10-01 12:48:56,20
4029,7958,010,11.09.2018 13:37:38,11.09.2018 10:37:38,1,2018-09-11 10:37:38,0
4030,7958,020,11.09.2018 13:37:38,29.10.2018 11:14:50,6,2018-10-29 11:14:50,48
4031,7958,040,11.09.2018 13:37:38,09.11.2018 10:05:41,3,2018-11-09 10:05:41,59
4032,7958,050,11.09.2018 13:37:38,10.12.2018 08:49:50,7,2018-12-10 08:49:50,90
4033,7958,060,11.09.2018 13:37:38,24.12.2018 11:26:00,3,2018-12-24 11:26:00,104
4034,7959,010,11.09.2018 15:08:26,11.09.2018 12:08:26,1,2018-09-11 12:08:26,0
4035,7959,040,11.09.2018 15:08:26,13.09.2018 12:22:14,1,2018-09-13 12:22:14,2
4036,7959,060,11.09.2018 15:08:26,21.09.2018 12:22:17,1,2018-09-21 12:22:17,10
4037,7960,010,11.09.2018 15:24:26,11.09.2018 12:24:26,1,2018-09-11 12:24:26,0
4038,7960,020,11.09.2018 15:24:26,12.11.2018 14:05:34,1,2018-11-12 14:05:34,62
4039,7960,040,11.09.2018 15:24:26,12.09.2018 07:42:24,2,2018-09-12 07:42:24,1
4040,7960,050,11.09.2018 15:24:26,13.11.2018 09:31:30,9,2018-11-13 09:31:30,63
4041,7960,060,11.09.2018 15:24:26,19.11.2018 10:52:05,1,2018-11-19 10:52:05,69
4042,7961,010,11.09.2018 16:29:39,11.09.2018 13:29:39,1,2018-09-11 13:29:39,0
4043,7961,060,11.09.2018 16:29:39,11.09.2018 13:31:27,1,2018-09-11 13:31:27,0
4044,7962,010,12.09.2018 13:32:19,12.09.2018 10:32:19,1,2018-09-12 10:32:19,0
4045,7962,060,12.09.2018 13:32:19,12.09.2018 11:12:07,1,2018-09-12 11:12:07,0
4046,7963,010,12.09.2018 14:47:32,12.09.2018 11:47:32,1,2018-09-12 11:47:32,0
4047,7963,060,12.09.2018 14:47:32,13.09.2018 12:18:13,1,2018-09-13 12:18:13,1
4048,7964,010,12.09.2018 15:57:55,12.09.2018 12:57:55,1,2018-09-12 12:57:55,0
4049,7964,060,12.09.2018 15:57:55,13.09.2018 12:18:54,1,2018-09-13 12:18:54,1
4050,7965,010,12.09.2018 16:40:53,12.09.2018 13:40:53,1,2018-09-12 13:40:53,0
4051,7965,060,12.09.2018 16:40:53,13.09.2018 12:19:47,1,2018-09-13 12:19:47,1
4052,7966,010,12.09.2018 17:57:33,12.09.2018 14:57:33,1,2018-09-12 14:57:33,0
4053,7966,050,12.09.2018 17:57:33,05.07.2019 11:23:02,17,2019-07-05 11:23:02,-69
4054,7966,060,12.09.2018 17:57:33,01.11.2019 06:55:28,2,2019-11-01 06:55:28,50
4055,7967,010,13.09.2018 09:38:05,13.09.2018 06:38:05,2,2018-09-13 06:38:05,0
4056,7967,020,13.09.2018 09:38:05,01.10.2018 13:47:04,2,2018-10-01 13:47:04,18
4057,7967,040,13.09.2018 09:38:05,09.10.2018 11:49:19,3,2018-10-09 11:49:19,26
4058,7967,050,13.09.2018 09:38:05,30.01.2020 09:25:00,25,2020-01-30 09:25:00,-226
4059,7967,060,13.09.2018 09:38:05,07.06.2021 10:13:51,1,2021-06-07 10:13:51,-98
4060,7968,010,13.09.2018 10:18:09,13.09.2018 07:18:09,1,2018-09-13 07:18:09,0
4061,7968,060,13.09.2018 10:18:09,13.09.2018 12:21:09,1,2018-09-13 12:21:09,0
4062,7969,010,13.09.2018 10:44:31,13.09.2018 07:44:31,1,2018-09-13 07:44:31,0
4063,7969,020,13.09.2018 10:44:31,18.09.2018 11:30:37,1,2018-09-18 11:30:37,5
4064,7969,050,13.09.2018 10:44:31,25.09.2018 08:25:52,6,2018-09-25 08:25:52,12
4065,7969,060,13.09.2018 10:44:31,06.11.2018 11:53:51,1,2018-11-06 11:53:51,54
4066,7970,010,13.09.2018 12:54:12,13.09.2018 09:54:12,1,2018-09-13 09:54:12,0
4067,7970,060,13.09.2018 12:54:12,13.09.2018 12:17:13,1,2018-09-13 12:17:13,0
4068,7971,010,13.09.2018 15:44:13,13.09.2018 12:44:13,1,2018-09-13 12:44:13,0
4069,7971,040,13.09.2018 15:44:13,20.09.2018 07:57:17,4,2018-09-20 07:57:17,7
4070,7971,050,13.09.2018 15:44:13,26.09.2018 13:26:45,2,2018-09-26 13:26:45,13
4071,7971,060,13.09.2018 15:44:13,10.10.2018 10:29:38,1,2018-10-10 10:29:38,27
4072,7972,010,13.09.2018 15:57:50,13.09.2018 12:57:50,1,2018-09-13 12:57:50,0
4073,7972,060,13.09.2018 15:57:50,14.09.2018 13:12:43,1,2018-09-14 13:12:43,1
4074,7973,010,13.09.2018 16:11:24,13.09.2018 13:11:24,2,2018-09-13 13:11:24,0
4075,7973,060,13.09.2018 16:11:24,24.09.2018 12:24:43,1,2018-09-24 12:24:43,11
4076,7974,010,14.09.2018 11:35:39,14.09.2018 08:35:39,1,2018-09-14 08:35:39,0
4077,7974,020,14.09.2018 11:35:39,19.09.2018 12:28:24,3,2018-09-19 12:28:24,5
4078,7974,060,14.09.2018 11:35:39,01.10.2018 07:13:26,1,2018-10-01 07:13:26,17
4079,7975,010,14.09.2018 11:47:31,14.09.2018 08:47:31,1,2018-09-14 08:47:31,0
4080,7975,060,14.09.2018 11:47:31,14.09.2018 13:13:25,1,2018-09-14 13:13:25,0
4081,7976,010,14.09.2018 12:38:35,14.09.2018 09:38:35,2,2018-09-14 09:38:35,0
4082,7976,060,14.09.2018 12:38:35,27.09.2018 06:59:32,1,2018-09-27 06:59:32,13
4083,7977,010,14.09.2018 15:06:27,14.09.2018 12:06:27,1,2018-09-14 12:06:27,0
4084,7977,060,14.09.2018 15:06:27,18.09.2018 09:59:25,1,2018-09-18 09:59:25,4
4085,7978,010,14.09.2018 16:17:52,14.09.2018 13:17:52,1,2018-09-14 13:17:52,0
4086,7978,020,14.09.2018 16:17:52,26.09.2018 12:48:23,6,2018-09-26 12:48:23,12
4087,7978,040,14.09.2018 16:17:52,17.09.2018 10:40:33,2,2018-09-17 10:40:33,3
4088,7978,060,14.09.2018 16:17:52,08.10.2018 12:19:05,1,2018-10-08 12:19:05,24
4089,7979,010,14.09.2018 17:07:31,14.09.2018 14:07:31,3,2018-09-14 14:07:31,0
4090,7979,060,14.09.2018 17:07:31,03.10.2018 08:23:56,1,2018-10-03 08:23:56,19
4091,7980,010,18.09.2018 11:32:11,18.09.2018 08:32:11,1,2018-09-18 08:32:11,0
4092,7980,060,18.09.2018 11:32:11,18.09.2018 11:53:58,1,2018-09-18 11:53:58,0
4093,7981,010,18.09.2018 11:39:02,18.09.2018 08:39:02,1,2018-09-18 08:39:02,0
4094,7981,020,18.09.2018 11:39:02,24.10.2018 11:03:15,4,2018-10-24 11:03:15,36
4095,7981,050,18.09.2018 11:39:02,22.10.2018 10:03:17,4,2018-10-22 10:03:17,34
4096,7981,060,18.09.2018 11:39:02,29.10.2018 08:22:22,2,2018-10-29 08:22:22,41
4097,7982,010,18.09.2018 12:14:38,18.09.2018 09:14:38,1,2018-09-18 09:14:38,0
4098,7982,060,18.09.2018 12:14:38,18.09.2018 11:55:07,1,2018-09-18 11:55:07,0
4099,7983,010,18.09.2018 14:33:24,18.09.2018 11:33:24,1,2018-09-18 11:33:24,0
4100,7983,060,18.09.2018 14:33:24,18.09.2018 11:52:04,1,2018-09-18 11:52:04,0
4101,7984,010,18.09.2018 15:00:37,18.09.2018 12:00:37,1,2018-09-18 12:00:37,0
4102,7984,060,18.09.2018 15:00:37,18.09.2018 12:05:56,1,2018-09-18 12:05:56,0
4103,7985,010,19.09.2018 12:04:01,19.09.2018 09:04:01,1,2018-09-19 09:04:01,0
4104,7985,020,19.09.2018 12:04:01,20.09.2018 13:09:56,4,2018-09-20 13:09:56,1
4105,7985,060,19.09.2018 12:04:01,16.10.2018 10:45:25,1,2018-10-16 10:45:25,27
4106,7986,010,19.09.2018 12:48:56,19.09.2018 09:48:56,1,2018-09-19 09:48:56,0
4107,7986,060,19.09.2018 12:48:56,20.09.2018 13:34:30,1,2018-09-20 13:34:30,1
4108,7987,010,19.09.2018 15:33:09,19.09.2018 12:33:09,1,2018-09-19 12:33:09,0
4109,7987,020,19.09.2018 15:33:09,19.09.2018 13:02:00,1,2018-09-19 13:02:00,0
4110,7987,050,19.09.2018 15:33:09,15.10.2018 07:05:18,7,2018-10-15 07:05:18,26
4111,7987,060,19.09.2018 15:33:09,12.11.2018 06:50:29,1,2018-11-12 06:50:29,54
4112,7988,010,20.09.2018 11:32:04,20.09.2018 08:32:04,1,2018-09-20 08:32:04,0
4113,7988,040,20.09.2018 11:32:04,20.09.2018 08:34:08,1,2018-09-20 08:34:08,0
4114,7988,080,20.09.2018 11:32:04,21.09.2018 10:47:09,1,2018-09-21 10:47:09,1
4115,7989,010,20.09.2018 11:36:45,20.09.2018 08:36:45,1,2018-09-20 08:36:45,0
4116,7989,060,20.09.2018 11:36:45,25.09.2018 13:10:47,1,2018-09-25 13:10:47,5
4117,7990,010,20.09.2018 11:43:51,20.09.2018 08:43:51,1,2018-09-20 08:43:51,0
4118,7990,020,20.09.2018 11:43:51,23.10.2018 13:40:26,5,2018-10-23 13:40:26,33
4119,7990,060,20.09.2018 11:43:51,24.10.2018 12:56:14,1,2018-10-24 12:56:14,34
4120,7991,010,20.09.2018 13:10:58,20.09.2018 10:10:58,1,2018-09-20 10:10:58,0
4121,7991,060,20.09.2018 13:10:58,20.09.2018 14:26:39,1,2018-09-20 14:26:39,0
4122,7992,010,20.09.2018 13:25:56,20.09.2018 10:25:56,1,2018-09-20 10:25:56,0
4123,7992,040,20.09.2018 13:25:56,20.09.2018 10:27:15,2,2018-09-20 10:27:15,0
4124,7992,080,20.09.2018 13:25:56,05.10.2018 07:03:04,1,2018-10-05 07:03:04,15
4125,7993,010,20.09.2018 14:50:21,20.09.2018 11:50:21,1,2018-09-20 11:50:21,0
4126,7993,060,20.09.2018 14:50:21,25.09.2018 13:14:12,1,2018-09-25 13:14:12,5
4127,7994,010,20.09.2018 14:57:43,20.09.2018 11:57:43,1,2018-09-20 11:57:43,0
4128,7994,060,20.09.2018 14:57:43,27.09.2018 07:03:14,1,2018-09-27 07:03:14,7
4129,7995,010,20.09.2018 15:03:28,20.09.2018 12:03:28,2,2018-09-20 12:03:28,0
4130,7995,020,20.09.2018 15:03:28,16.10.2018 12:33:10,3,2018-10-16 12:33:10,26
4131,7995,040,20.09.2018 15:03:28,08.10.2018 11:54:58,1,2018-10-08 11:54:58,18
4132,7995,050,20.09.2018 15:03:28,08.07.2019 08:05:52,33,2019-07-08 08:05:52,-74
4133,7995,060,20.09.2018 15:03:28,17.06.2020 11:29:09,1,2020-06-17 11:29:09,-94
4134,7996,010,21.09.2018 11:46:40,21.09.2018 08:46:40,1,2018-09-21 08:46:40,0
4135,7996,040,21.09.2018 11:46:40,21.09.2018 08:47:58,1,2018-09-21 08:47:58,0
4136,7996,080,21.09.2018 11:46:40,24.09.2018 09:56:33,1,2018-09-24 09:56:33,3
4137,7997,010,21.09.2018 12:17:27,21.09.2018 09:17:27,1,2018-09-21 09:17:27,0
4138,7997,060,21.09.2018 12:17:27,24.09.2018 09:39:58,1,2018-09-24 09:39:58,3
4139,7998,010,21.09.2018 13:59:59,21.09.2018 10:59:59,1,2018-09-21 10:59:59,0
4140,7998,020,21.09.2018 13:59:59,25.09.2018 14:35:50,1,2018-09-25 14:35:50,4
4141,7998,040,21.09.2018 13:59:59,27.09.2018 12:16:55,2,2018-09-27 12:16:55,6
4142,7998,050,21.09.2018 13:59:59,04.03.2019 11:51:25,25,2019-03-04 11:51:25,-201
4143,7998,060,21.09.2018 13:59:59,11.09.2019 07:16:29,13,2019-09-11 07:16:29,-10
4144,7999,010,21.09.2018 14:01:44,21.09.2018 11:01:44,1,2018-09-21 11:01:44,0
4145,7999,060,21.09.2018 14:01:44,24.09.2018 07:25:44,1,2018-09-24 07:25:44,3
4146,8000,010,21.09.2018 16:29:48,21.09.2018 13:29:48,1,2018-09-21 13:29:48,0
4147,8000,060,21.09.2018 16:29:48,27.09.2018 07:04:25,1,2018-09-27 07:04:25,6
4148,8001,010,24.09.2018 11:00:52,24.09.2018 08:00:52,1,2018-09-24 08:00:52,0
4149,8001,020,24.09.2018 11:00:52,19.11.2018 07:39:18,1,2018-11-19 07:39:18,56
4150,8001,040,24.09.2018 11:00:52,25.02.2019 11:21:17,18,2019-02-25 11:21:17,-211
4151,8001,050,24.09.2018 11:00:52,02.04.2019 08:55:05,10,2019-04-02 08:55:05,-175
4152,8001,060,24.09.2018 11:00:52,16.04.2019 07:42:39,1,2019-04-16 07:42:39,-161
4153,8002,010,24.09.2018 12:31:01,24.09.2018 09:31:01,1,2018-09-24 09:31:01,0
4154,8002,060,24.09.2018 12:31:01,03.10.2018 07:30:50,1,2018-10-03 07:30:50,9
4155,8003,010,24.09.2018 13:24:25,24.09.2018 10:24:25,1,2018-09-24 10:24:25,0
4156,8003,060,24.09.2018 13:24:25,03.10.2018 07:29:02,1,2018-10-03 07:29:02,9
4157,8004,010,25.09.2018 09:53:18,25.09.2018 06:53:18,1,2018-09-25 06:53:18,0
4158,8004,020,25.09.2018 09:53:18,11.10.2018 14:40:14,3,2018-10-11 14:40:14,16
4159,8004,060,25.09.2018 09:53:18,12.10.2018 07:47:36,1,2018-10-12 07:47:36,17
4160,8005,010,25.09.2018 10:41:23,25.09.2018 07:41:23,1,2018-09-25 07:41:23,0
4161,8005,060,25.09.2018 10:41:23,28.09.2018 11:58:19,1,2018-09-28 11:58:19,3
4162,8006,010,26.09.2018 10:40:03,26.09.2018 07:40:03,11,2018-09-26 07:40:03,0
4163,8006,040,26.09.2018 10:40:03,12.12.2018 08:05:16,4,2018-12-12 08:05:16,77
4164,8006,050,26.09.2018 10:40:03,18.12.2018 06:23:59,1,2018-12-18 06:23:59,83
4165,8006,060,26.09.2018 10:40:03,14.01.2019 11:12:40,1,2019-01-14 11:12:40,-255
